,answer_count,articles_count,avatar_url,avatar_url_template,badge,follower_count,gender,headline,id,is_advertiser,is_followed,is_following,is_org,name,type,url,url_token,user_type,vip_info
10,82,121,https://pic3.zhimg.com/v2-d60a040bf25a2f6bbfa4eb6891656ade_is.jpg,https://pic3.zhimg.com/v2-d60a040bf25a2f6bbfa4eb6891656ade_{size}.jpg,[],205,0,溅射镀膜、蒸发镀膜、合金熔炼材料工程师，蒂姆新材料,6135aa6a1faa648ccf287dfdcd4ba8c8,False,False,False,False,沈光蕙,people,https://www.zhihu.com/people/6135aa6a1faa648ccf287dfdcd4ba8c8,di-mu-xin-cai-liao,people,{'is_vip': False}
11,172,16,https://pic3.zhimg.com/v2-3fbebaf193bce0fbc274f6262b80cf12_is.jpg,https://pic3.zhimg.com/v2-3fbebaf193bce0fbc274f6262b80cf12_{size}.jpg,[],2734,1,划水搞科研,4dfce8b8b51880e405d56ac2fc196f18,False,False,False,False,FOREST.Z,people,https://www.zhihu.com/people/4dfce8b8b51880e405d56ac2fc196f18,forestz-53,people,{'is_vip': False}
12,42,0,https://pic2.zhimg.com/v2-d0c528dd6e39b70fd776c82737d76f45_is.jpg,https://pic2.zhimg.com/v2-d0c528dd6e39b70fd776c82737d76f45_{size}.jpg,[],576,1,我不是曾博，我只是曾博的迷弟 ,8e7ca7632b623b0cdce5ac154ffa75ee,False,False,False,False,勃韭菜,people,https://www.zhihu.com/people/8e7ca7632b623b0cdce5ac154ffa75ee,la-pu-la-si-80-77,people,{'is_vip': False}
13,21,0,https://pic1.zhimg.com/v2-0e213dc9f96b1f4cc523d29e0ceb30a4_is.jpg,https://pic1.zhimg.com/v2-0e213dc9f96b1f4cc523d29e0ceb30a4_{size}.jpg,[],304,1,转混战略咨询的千年博士后生物科研狗,f680ef5084fdad699899378eaf62d5ee,False,False,False,False,windyhawk,people,https://www.zhihu.com/people/f680ef5084fdad699899378eaf62d5ee,windyhawk,people,{'is_vip': False}
14,73,129,https://pic1.zhimg.com/3bd5d54a457ea642e693648b49b2495c_is.jpg,https://pic1.zhimg.com/3bd5d54a457ea642e693648b49b2495c_{size}.jpg,[],10630,1,投资人,4735cce127addcedc38470543c4ff409,False,False,False,False,硅谷王川,people,https://www.zhihu.com/people/4735cce127addcedc38470543c4ff409,gui-gu-wang-chuan,people,{'is_vip': False}
15,174,4,https://pic4.zhimg.com/v2-9f52ab8b197bd5c905e365edac56668f_is.jpg,https://pic4.zhimg.com/v2-9f52ab8b197bd5c905e365edac56668f_{size}.jpg,[],3423,1,逆流而上,58c9fc80e85c3a6d1b099a0c65c1a574,False,False,False,False,李炜,people,https://www.zhihu.com/people/58c9fc80e85c3a6d1b099a0c65c1a574,li-wei-24-51,people,{'is_vip': False}
16,23,0,https://pic2.zhimg.com/v2-c8aed169c26a1b5168c4bfe787c2a495_is.jpg,https://pic2.zhimg.com/v2-c8aed169c26a1b5168c4bfe787c2a495_{size}.jpg,[],728,1,想进群的加凡伟微信18787170573,6206d6254055d873caca8487a95ff3d6,False,False,False,False,凡姓民科语录选,people,https://www.zhihu.com/people/6206d6254055d873caca8487a95ff3d6,guo-qi-fan-wei-yu-lu-jing-xuan,people,{'is_vip': False}
17,120,8,https://pic4.zhimg.com/dbdbaa20b30d33f7d9d7cd910363233f_is.png,https://pic4.zhimg.com/dbdbaa20b30d33f7d9d7cd910363233f_{size}.png,[],5177,1,一个严肃的人,923eb7b5d4719ab83664a3ba45795b29,False,False,False,False,William Sun,people,https://www.zhihu.com/people/923eb7b5d4719ab83664a3ba45795b29,Friedrich_Sun,people,{'is_vip': False}
18,219,1,https://pic3.zhimg.com/v2-da4b7a3556ab9c7cf13772606cc9894e_is.jpg,https://pic3.zhimg.com/v2-da4b7a3556ab9c7cf13772606cc9894e_{size}.jpg,[],1002,1,四非高校小小青椒,39e883f9ed9073b1b8f9c539bd638528,False,False,False,False,淡腾铲屎官二号,people,https://www.zhihu.com/people/39e883f9ed9073b1b8f9c539bd638528,huaxuechanshiguan-66,people,{'is_vip': False}
19,224,0,https://pic1.zhimg.com/v2-402e8d43e9c95a6e754947ebb51175a8_is.jpg,https://pic1.zhimg.com/v2-402e8d43e9c95a6e754947ebb51175a8_{size}.jpg,[],273,1,科大少年班 布朗大学博士 篮球爱好者,2f9e60deca1b8834ad33ae9f9ba1e1f6,False,False,False,False,克里斯藤藤,people,https://www.zhihu.com/people/2f9e60deca1b8834ad33ae9f9ba1e1f6,ke-li-si-teng-teng,people,{'is_vip': False}
20,880,2,https://pic1.zhimg.com/v2-ce3a22a68c5c6b50069556996e5f5b0c_is.jpg,https://pic1.zhimg.com/v2-ce3a22a68c5c6b50069556996e5f5b0c_{size}.jpg,[],2523,0,,cf25dfb3cbe70ca1009a83a533489161,False,False,False,False,但丁,people,https://www.zhihu.com/people/cf25dfb3cbe70ca1009a83a533489161,pi-lie,people,{'is_vip': False}
21,49,2,https://pic3.zhimg.com/a18d59812_is.jpg,https://pic3.zhimg.com/a18d59812_{size}.jpg,[],1316,1,微分几何拓扑,6dde5bde0b07ea653bb21a68b4a0dda7,False,False,False,False,汪湜,people,https://www.zhihu.com/people/6dde5bde0b07ea653bb21a68b4a0dda7,wang-shi-80-62,people,{'is_vip': False}
22,143,162,https://pic3.zhimg.com/v2-3d981cde23727795e6f655fab546c6b6_is.jpg,https://pic3.zhimg.com/v2-3d981cde23727795e6f655fab546c6b6_{size}.jpg,[],5318,1,公众号“明眸壮游&#34;，每周五晚8点人文讲座,1811085c41804612bf38f6d64804be32,False,False,False,False,姚逸凡,people,https://www.zhihu.com/people/1811085c41804612bf38f6d64804be32,yao-yi-fan,people,{'is_vip': False}
23,41,0,https://pic4.zhimg.com/v2-7e480eebd74156d3836c83655ddd83cf_is.jpg,https://pic4.zhimg.com/v2-7e480eebd74156d3836c83655ddd83cf_{size}.jpg,[],568,-1,苦逼科研狗，但不是单身狗，爱旅游，爱骑车，也爱做实验，就是不爱提炼科学性,5be3661c7dda7c370ca68716cf4df99f,False,False,False,False,苦逼科研狗,people,https://www.zhihu.com/people/5be3661c7dda7c370ca68716cf4df99f,qing-qing-lin-quan-84,people,{'is_vip': False}
24,1683,23,https://pic1.zhimg.com/v2-f7a3b70a4600caebd4c853e7b12ee244_is.jpg,https://pic1.zhimg.com/v2-f7a3b70a4600caebd4c853e7b12ee244_{size}.jpg,[],30112,1,人们只愿意看到自己想要看到的东西,eee1a40ac26662c60156610d39972c46,False,False,False,False,俗不可耐,people,https://www.zhihu.com/people/eee1a40ac26662c60156610d39972c46,present-is-gift,people,{'is_vip': False}
25,17,11,https://pic2.zhimg.com/v2-4a6ee14c017cadd924c060c0b3b259f1_is.jpg,https://pic2.zhimg.com/v2-4a6ee14c017cadd924c060c0b3b259f1_{size}.jpg,"[{'description': 'Rutgers University 电子工程专业博士在读', 'type': 'identity'}]",1298,1,半导体器件/留学生,b460c9823d21fa7296500e473a872476,False,False,False,False,氧化锌,people,https://www.zhihu.com/people/b460c9823d21fa7296500e473a872476,li-guang-yuan-15,people,{'is_vip': False}
26,95,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],5229,1,一个布尔什维克,85f3b4ef9df06eb9f778f305326c41de,False,False,False,False,Marxist Von,people,https://www.zhihu.com/people/85f3b4ef9df06eb9f778f305326c41de,marxist-von,people,{'is_vip': False}
27,6,62,https://pic3.zhimg.com/0b925133a_is.jpg,https://pic3.zhimg.com/0b925133a_{size}.jpg,"[{'description': '英国利兹大学 化学博士', 'type': 'identity'}]",3041,0,更多留学干货/生活分享，请关注微信公众号：毛毛虫Claire,e1cc6ca0ffd34f33d6085d24b1ae3d13,False,False,False,False,毛毛虫Claire,people,https://www.zhihu.com/people/e1cc6ca0ffd34f33d6085d24b1ae3d13,mao-mao-chong-claire,people,{'is_vip': False}
28,15,8,https://pic2.zhimg.com/v2-609ac77d4b3d85968b11adc8339897a1_is.jpg,https://pic2.zhimg.com/v2-609ac77d4b3d85968b11adc8339897a1_{size}.jpg,"[{'type': 'best_answerer', 'description': '优秀回答者', 'topics': [{'id': '19556950', 'avatar_url': 'https://pic3.zhimg.com/7a7dfc72e_is.jpg', 'type': 'topic', 'name': '物理学', 'introduction': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。<br><br>作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论正确性的唯一标准，它是当今最精密的一门自然科学学科。', 'url': 'https://www.zhihu.com/topics/19556950', 'excerpt': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。 作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论…'}]}]",2828,0,,d92de21230945da74ad6d2395bb837d8,False,False,False,False,Paprika,people,https://www.zhihu.com/people/d92de21230945da74ad6d2395bb837d8,shaoxinwang,people,{'is_vip': False}
29,34,5,https://pic3.zhimg.com/v2-77c3de9841d5a6ed09e9dbb0fa073792_is.jpg,https://pic3.zhimg.com/v2-77c3de9841d5a6ed09e9dbb0fa073792_{size}.jpg,[],1108,1,全球宏观对冲基金经理，微信公众号: GlobalMacroHedge ,ee84a6be9da1cc7ad990b240837e1f3f,False,False,False,False,付鹏的财经世界,people,https://www.zhihu.com/people/ee84a6be9da1cc7ad990b240837e1f3f,fupengshuo,people,{'is_vip': False}
30,457,114,https://pic1.zhimg.com/v2-21a02c4b69fb219c57838721ef2d8460_is.jpg,https://pic1.zhimg.com/v2-21a02c4b69fb219c57838721ef2d8460_{size}.jpg,"[{'description': '北京科技大学 新金属材料国家重点实验室博士在读', 'type': 'identity'}, {'type': 'best_answerer', 'description': '优秀回答者', 'topics': [{'id': '19556950', 'avatar_url': 'https://pic3.zhimg.com/7a7dfc72e_is.jpg', 'type': 'topic', 'name': '物理学', 'introduction': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。<br><br>作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论正确性的唯一标准，它是当今最精密的一门自然科学学科。', 'url': 'https://www.zhihu.com/topics/19556950', 'excerpt': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。 作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论…'}]}]",45762,1,喜欢玩沙子 计算物理 无序系统 非晶 向机器学习进发,5bb9cc994a9029c26ed767f197c8cccd,False,False,False,False,yang元祐,people,https://www.zhihu.com/people/5bb9cc994a9029c26ed767f197c8cccd,huo-bo-li,people,{'is_vip': False}
31,44,0,https://pic2.zhimg.com/v2-0e4b284933a73422c6fdcbbb53d948a1_is.jpg,https://pic2.zhimg.com/v2-0e4b284933a73422c6fdcbbb53d948a1_{size}.jpg,[],5729,1,Harvard University，graduate student,7c9940b7ac4aa5429bc27b4688eed1c7,False,False,False,False,冲气以为和,people,https://www.zhihu.com/people/7c9940b7ac4aa5429bc27b4688eed1c7,Chonghe_Wang,people,"{'vip_icon': {'night_mode_url': 'https://pic3.zhimg.com/50/v2-c9686ff064ea3579730756ac6c289978_r.png', 'url': 'https://pic2.zhimg.com/50/v2-034fefe15c83232cb448718998719d34_r.png'}, 'is_vip': True}"
32,423,417,https://pic2.zhimg.com/v2-810e40bd03df759f23a2cbf7869ee53d_is.jpg,https://pic2.zhimg.com/v2-810e40bd03df759f23a2cbf7869ee53d_{size}.jpg,"[{'description': '特许金融分析师（CFA）持证人', 'type': 'identity'}]",62673,1,微信公众号: 伍治坚证据主义,635187eb936df0c48fdaa20a23c052a6,False,False,False,False,伍治坚,people,https://www.zhihu.com/people/635187eb936df0c48fdaa20a23c052a6,wuzhijiansingapore,people,{'is_vip': False}
33,18,0,https://pic3.zhimg.com/v2-0cc85cde4d7ffdfe943f1de0e202d892_is.jpg,https://pic3.zhimg.com/v2-0cc85cde4d7ffdfe943f1de0e202d892_{size}.jpg,[],881,0,猫,fb071989956c32a3d151d77a09ce4be8,False,False,False,False,cat町猫咖,people,https://www.zhihu.com/people/fb071989956c32a3d151d77a09ce4be8,catting-mao-ka,people,{'is_vip': False}
34,33,1,https://pic2.zhimg.com/v2-4fa7d887dc7eb8fc37a630b467e23531_is.jpg,https://pic2.zhimg.com/v2-4fa7d887dc7eb8fc37a630b467e23531_{size}.jpg,[],2187,0,个人职业交易员,71899184ca821f17c6f0d5a92a018c9f,False,False,False,False,喜欢交易的女孩,people,https://www.zhihu.com/people/71899184ca821f17c6f0d5a92a018c9f,jian-lou-nu-wang,people,{'is_vip': False}
35,37,0,https://pic1.zhimg.com/da8e974dc_is.jpg,https://pic1.zhimg.com/da8e974dc_{size}.jpg,[],2736,1,不以物喜，不以己悲,993cf58200330626ee6cb7a1349c6560,False,False,False,False,Zhaoheng Guo,people,https://www.zhihu.com/people/993cf58200330626ee6cb7a1349c6560,zhaoheng-guo,people,{'is_vip': False}
36,5,0,https://pic3.zhimg.com/v2-0881e0ea6f7619c3c5ca71021ea3cfc6_is.jpg,https://pic3.zhimg.com/v2-0881e0ea6f7619c3c5ca71021ea3cfc6_{size}.jpg,[],2807,1,老实人,5e8d3f12257f0d56cdeb5b73265753c5,False,False,False,False,冰拿铁加Splenda,people,https://www.zhihu.com/people/5e8d3f12257f0d56cdeb5b73265753c5,llllg,people,{'is_vip': False}
37,205,36,https://pic3.zhimg.com/fb1ea9bfa_is.jpg,https://pic3.zhimg.com/fb1ea9bfa_{size}.jpg,"[{'description': '上海大学 理学院副教授', 'type': 'identity'}, {'type': 'best_answerer', 'description': '优秀回答者', 'topics': [{'id': '19562906', 'avatar_url': 'https://pic3.zhimg.com/f5b4524ab48273ed913a113d84ba009e_is.png', 'type': 'topic', 'name': '化学', 'introduction': '化学（chemistry）是自然科学的一门分支，是在分子、原子层次上研究物质的组成、性质、结构与变化规律的科学。世界由物质组成，化学则是人类用以认识和改造物质世界的主要方法和手段之一。', 'url': 'https://www.zhihu.com/topics/19562906', 'excerpt': '化学（chemistry）是自然科学的一门分支，是在分子、原子层次上研究物质的组成、性质、结构与变化规律的科学。世界由物质组成，化学则是人类用以认识和改造物质世界的主要方法和手段之一。'}, {'id': '19556950', 'avatar_url': 'https://pic3.zhimg.com/7a7dfc72e_is.jpg', 'type': 'topic', 'name': '物理学', 'introduction': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。<br><br>作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论正确性的唯一标准，它是当今最精密的一门自然科学学科。', 'url': 'https://www.zhihu.com/topics/19556950', 'excerpt': '物理学（physics）是一门自然科学，主要研究的是时空中的物质及其运动，注重于物质、能量、时空（时间/空间）三者各自的性质与彼此之间的相互关系。更广义地说，物理学探索分析大自然所发生的现象，目的是要了解其规则。 作为自然科学的带头学科，物理学研究大至宇宙，小至基本粒子等一切物质最基本的运动形式和规律，因此成为其他各自然科学学科的研究基础。它的理论结构充分地运用数学作为自己的工作语言，以实验作为检验理论…'}]}]",7904,1,站内信一般不回复！,990e58b37ce6fb9862041a3d2ee77ec9,False,False,False,False,Yongle Li,people,https://www.zhihu.com/people/990e58b37ce6fb9862041a3d2ee77ec9,yongle-li-86,people,{'is_vip': False}
38,10,0,https://pic4.zhimg.com/v2-b628274bef88e863a4d5d3c6d032ddf3_is.jpg,https://pic4.zhimg.com/v2-b628274bef88e863a4d5d3c6d032ddf3_{size}.jpg,[],37,0,,85c88c8176b3e25021f0ed9631d9bd1d,False,False,False,False,Moin,people,https://www.zhihu.com/people/85c88c8176b3e25021f0ed9631d9bd1d,shen_dian,people,{'is_vip': False}
39,399,0,https://pic1.zhimg.com/v2-cdc542b638b5e9bd6024b9db4adaa584_is.jpg,https://pic1.zhimg.com/v2-cdc542b638b5e9bd6024b9db4adaa584_{size}.jpg,[],4185,1,材料砖工/量化码农/PM训练师/塘朗村老实人,548aa1f0818cf7197557dd91cdaf7f85,False,False,False,False,千张,people,https://www.zhihu.com/people/548aa1f0818cf7197557dd91cdaf7f85,qian-zhang-26-83,people,{'is_vip': False}
40,50,15,https://pic4.zhimg.com/v2-d74f03d9ba58158c469353433f0417d7_is.jpg,https://pic4.zhimg.com/v2-d74f03d9ba58158c469353433f0417d7_{size}.jpg,"[{'description': '高分子科学博士', 'type': 'identity'}]",380,1,isolated event,c7a741a686a3306ed0aaea74d78b5d95,False,False,False,False,original,people,https://www.zhihu.com/people/c7a741a686a3306ed0aaea74d78b5d95,liu-polymer,people,{'is_vip': False}
41,5,0,https://pic3.zhimg.com/0f09b5dec116d7dd2f59237fd9b0e6ba_is.jpg,https://pic3.zhimg.com/0f09b5dec116d7dd2f59237fd9b0e6ba_{size}.jpg,[],10,1,,90c31189e0830038989521bb60072438,False,False,False,False,陈旭阳,people,https://www.zhihu.com/people/90c31189e0830038989521bb60072438,chen-xu-yang-16,people,{'is_vip': False}
